Organization,Year,Month,Request Number,Summary,Disposition,Number of Pages
Library and Archives Canada,2014,01,A-2013-00475,"I am requesting the Final Draft Report of the Royal Canadian Mounted Police and Canadian Security Intelligence Service regarding the September 03, 1984 Terrorist Bombing on C.N. Central Station.

 

Reference

 

Accession 2002-01036-6, Box 486, File Number 84-1012646, File Title: Montreal Rail Station
Files part of: Operational records of the RCMP, MIKAN 199519",Disclosed in part,17
Library and Archives Canada,2014,01,A-2013-00479,"Reference

 

RG73, Vol 562, Box 15, File Title: Kingston Penitentiary – Ledgers – 1919-1922
Files part of: Kingston Penitentiary, MIKAN 134807",All disclosed,1
Library and Archives Canada,2014,01,A-2013-00481,"Reference

 

RG46, Vol 1872, File Number 30762-52, Part 16598, File Title: Report of Inspector D. Robertson re accident on the Canadian National Rys. at private crossing 2 1/2 miles west of Nixon, Ontario, whereby Arnold Burnham was killed September 25th, 1925  (October - November 1925)
MIKAN 1697565",All disclosed,51
Library and Archives Canada,2014,01,A-2013-00490,"Records in the files of the RCMP and Customs pertaining to technical landings and inspections of Cuban or Czechoslovak aircraft on flights to and from Cuba at Canadian airports (usually Gander, Goose Bay, Toronto, Halifax or Montreal). Date Range November 1, 1960 to December 31, 1965",Does not exist,0
Library and Archives Canada,2014,01,A-2013-00491,"Records in the files of the RCMP pertaining to the meeting of Cuban opposition leaders in Montreal, May-June 1953 and allegations that arms originating from Canada were shipped to Cuban opposition members.  Date range January 1, 1953 to December 31, 1957",Does not exist,0
Library and Archives Canada,2014,01,A-2013-00496,"Reference

 

RG10, Series B-8-e, Vol 9631, Reel C-7187, File Title: Interest Distribution Paylists – Mississauga of the Credit / Outside Dates 1911-1924
MIKAN 2099089",All disclosed,21
Library and Archives Canada,2014,01,A-2013-00497,"Reference

 

RG10, Series B-3-e-xvi, Reel 2643, File Number 479-37-2-12-70, Part 1, File Title: Individual Case Files – Estates – William Henry – Six Nations of the Grand River – Lower Cayuga Band – Six Nations District / Outside dates: 1914-1961.
MIKAN 2286291",Disclosed in part,42
Library and Archives Canada,2014,01,A-2013-00498,"Reference

 

RG10, Series B-3-e-xvi, Reel M-2628, File Number 479/37-2-3-x123, Part 1, File Title: Individual Case Files - Estates - William James Henry - Six Nations of the Grang River Band - Six Nations District / Outsides Dates: 1911-1958 / Finding Aid Number 10-73
MIKAN 2284435",All disclosed,21
Library and Archives Canada,2014,01,A-2013-00499,"Reference

 

RG18, Accession 1985-86/048, Box 34, File Number G-825-8, Part 1, File Title : Proposed Joint US and Canadian Scientific Expedition to Establish Weather and Others Stations 1957

MIKAN 4516373

RG18, Accession 1985-86/048, Box 34, File Number G-825-8, Part 2, File Title : Proposed Joint US and Canadian Scientific Expedition to Establish Weather and Others Stations 1957

MIKAN 4516374

RG18, Accession 1985-86/048, Box 34, File Number G-825-8, Part 3, File Title : Proposed Joint US and Canadian Scientific Expedition to Establish Weather and Others Stations 1957

MIKAN 4516375

RG18, Accession 1985-86/048, Box 34, File Number G-825-8, Part 4, File Title : Proposed Joint US and Canadian Scientific Expedition to Establish Weather and Others Stations 1957

MIKAN 4516376

RG18, Accession 1985-86/048, Box 34, File Number G-825-8, Part 5, File Title : Proposed Joint US and Canadian Scientific Expedition to Establish Weather and Others Stations 1957
MIKAN 4516377",Nothing disclosed (excluded),0
Library and Archives Canada,2014,01,A-2013-00500,"Reference

 

RG18, Accession 1985-86/048, Box 35, File Number G-825-8-9, File Title: Joint US and Canadian Weather Station - Thule 1957

MIKAN 4516383

RG18, Accession 1985-86/048, Box 35, File Number G-825-8-7, File Title: Joint US and Canadian Weather Station - Mould Bay 1957

MIKAN 4516384

RG18, Accession 1985-86/048, Box 35, File Number G-825-8-6, File Title: Joint US and Canadian Weather Station - Isachsen 1957

MIKAN 4516385

RG18, Accession 1985-86/048, Box 34, File Number G-825-8, Part 2, File Title: Proposed Joint US and Canadian Scientific Expedition to Establish Weather & Other Stations in the Canadian Artic 1957
MIKAN 4516374",Nothing disclosed (excluded),0
Library and Archives Canada,2014,01,A-2013-00501,"Reference

 

RG18, Accession 1985-86/048, Box 34, File Number G-825-8-1, File Title: Joint US-Canadian Weather Station - Resolute Bay, Corwallis Island 1957

MIKAN 4516379

RG18, Accession 1985-86/048, Box 34, File Number G-825-8, Part 6, File Title: Proposed Joint US-Cdn Scientific Expedition to Establish Stations in Cdn Artic

MIKAN 4516378

RG18, Accession 1985-86/048, Box 34, File Number G-825-8, Part 5, File Title: Proposed Joint US-Cdn Scientific Expedition to Establish Stations in Cdn Artic

MIKAN 4516377

RG18, Accession 1985-86/048, Box 34, File Number G-825-8, Part 4, File Title: Proposed Joint US-Cdn Scientific Expedition to Establish Stations in Cdn Artic

MIKAN 4516376

RG18, Accession 1985-86/048, Box 34, File Number G-825-8, Part 3, File Title: Proposed Joint US-Cdn Scientific Expedition to Establish Stations in Cdn Artic

MIKAN 4516375

RG18, Accession 1985-86/048, Box 34, File Number G-825-8, Part 2, File Title: Proposed Joint US-Cdn Scientific Expedition to Establish Stations in Cdn Artic

MIKAN 4516374

RG18, Accession 1985-86/048, Box 34, File Number G-825-8, Part 1, File Title: Proposed Joint US-Cdn Scientific Expedition to Establish Stations in Cdn Artic
MIKAN 4516373",Nothing disclosed (excluded),0
Library and Archives Canada,2014,01,A-2013-00502,"Reference

 

RG18, Accession 1985-86/048, Box 34, File Number G-825-8, Part 6, File Title: Joint US and Canadian Scientific Expedition to Establish Weather and Others Stations 1957

MIKAN 4516378

RG18, Accession 1985-86/048, Box 34, File Number G-825-8-1, File Title: Joint US and Canadian Weather Station - Resolute Bay 1957

MIKAN 4516379

RG18, Accession 1985-86/048, Box 34, File Number G-825-8-2, File Title: Joint US and Canadian Weather Station - Eureka 1957

MIKAN 4516380

RG18, Accession 1985-86/048, Box 34, File Number G-825-8-3, File Title: Joint US and Canadian Weather Station - Dundas Harbour 1957

MIKAN 4516381

RG18, Accession 1985-86/048, Box 34, File Number G-825-8-4, File Title: Joint US and Canadian Weather Station - Padloping Island 1957
MIKAN 4516382",Nothing disclosed (excluded),0
Library and Archives Canada,2014,01,A-2013-00503,"Reference

 

RG18, Accession 1985-86/048, Box 35, File Number G-825-8-6, File Title: Joint Canadian-US Weather Station - Isachsen, N.W.T. 1957

MIKAN 4516385

RG18, Accession 1985-86/048, Box 35, File Number G-825-8-9, File Title: Joint Canadian-US Weather Station - Thule, Greenland 1957

MIKAN 4516383

RG18, Accession 1985-86/048, Box 35, File Number G-825-8-4, File Title: Joint Canadian-US Weather Station - Paploding Island, N.W.T. 1957

MIKAN 4516382

RG18, Accession 1985-86/048, Box 35, File Number G-825-8-3, File Title: Joint Canadian-US Weather Station - Dundas Harbour, Devon Island 1957

MIKAN 4516381

RG18, Accession 1985-86/048, Box 34, File Number G-825-8-2, File Title: Joint Canadian-US Weather Station - Sledrie Fiord, Eureka Sound, N.W.T. 1957
MIKAN 4516380",Nothing disclosed (excluded),0
Library and Archives Canada,2014,01,A-2013-00507,"Reference

 

RG24, Vol 22158, File Number 1010-104864, Part 1, File Title: Accidents – A/C – CF 104 

MIKAN 4102197

RG24, Vol 22157, File Number 1010-104864, Book, File Title: Proceeding of ta Board of Inquiry into the Crash of CF-104864, Bodo, Norway on 10 May 73

 

Files part of: Block 1010 Aircraft Accident files, MIKAN 4090295

 

MIKAN 24vol 22157, File Number 1010-104864, Part 2, File Title: Accidents – A/C – CF 104

MIKAN 4102198

RG24, Vol 22157, file Number 1010-104864, Part 3, File Title: Board of Inquiries – Aircraft Accident – CF 104864, 10 May 1973, Flac Actuator Investigation
MIKAN 4102199",Disclosed in part,942
Library and Archives Canada,2014,01,A-2013-00514,"I am seeking the information and the small photographs collected during the Japanese Canadian registration carried out by the RCMP (beginning March 1941) at the RCMP Barracks at Heather and 33rs in Vancouver, and at the RCMP Registration Bureau on Hastings Street and elsewhere.  Individuals were required to bring personal documents, and two small photos of themselves.  Registration cards were issued and contained the following: Serial No., Name, Address, Age, Height, Weight, Marks of Identification, occupation, Signature, Date of Issues, stamp, Signature of Issuing Officer: Inspector R.C.M.P., Thumb Print, Photo of individual, Embossed Seal: ""Royal Canadian Mounted Police, O C, P C 117"".  I am seeking the thousands of small individual photos retained by the RCMP and the recorded information.",Does not exist,0
Library and Archives Canada,2014,01,A-2013-00516,"Reference

 

RG12, Vol 2238, File Number 5002-4574, File Title: Aircraft Accidents – General CF – PWR – Convair 640 – 7 Miles Northwest of Campbell River Airport, BC – September 17, 1969
MIKAN 1272246",All disclosed,195
Library and Archives Canada,2014,02,A-2013-00138,"RG146, Vol 4332, Parts 1 to 4, File Title: World Congress of Women, Moscow, USSR 09/17/1963 – 07/06/1967

RG 146, Vol 797, Parts 1 to 4, File Title: Women’s International Liaison Comm for International Co-operation 10/01/1962 – 04/27/1965
Files part of: Registry records of the Canadian Security Intelligence Services, MIKAN 184653",Disclosed in part,665
Library and Archives Canada,2014,02,A-2013-00203,"RG146, Vol 6040, File Number IA10-4-8-56, File Title: Joint Intelligence Committee Minutes - 1956-Meetings 500-525 (1955-12-02 to 1956-03-27)
Files part of: Registry records of the Canadian Security Intelligence Services, MIKAN 184653",Disclosed in part,287
Library and Archives Canada,2014,02,A-2013-00205,"RG146, Vol 5753, File Number IA 10-9-9, Part 24, File Title: Security Service Annual Report 1970/03/18 – 1970/09/29
Files part of: Registry records of the Canadian Security Intelligence Services, MIKAN 184653",Disclosed in part,116
Library and Archives Canada,2014,02,A-2013-00217,"RG146, Vol 4116, Part 9, File Title: Hubbard Assoc. of Scientologists International - Canada  11/09/79 - 07/12/84

RG 146, Vol 4116, Part 10, File Title: Hubbard Assoc. of Scientologists International - Canada / 07/24/84 - 11/20/86
Files part of: Registry records of the Canadian Security Intelligence Services, MIKAN 184653",Disclosed in part,181
Library and Archives Canada,2014,02,A-2013-00218,"RG146, Vol 4115, File Title: Hubbard Assoc. of Scientologists International – Canada

RG146, Vol 4116, Part 4, File Title: Hubbard Assoc. of Scientologists International – Canada
Files part of: Registry records of the Canadian Security Intelligence Services, MIKAN 184653",Disclosed in part,267
Library and Archives Canada,2014,02,A-2013-00223,"RG146, File Number 5770 HIST IA295-75, Part 1, File Title: Counter Terrorism Policy Review for CT Section in CSIS Operational Manual Vol. 1  1986/09/01 - 1989/03/31
Files part of: Registry records of the Canadian Security Intelligence Services, MIKAN 184653",Disclosed in part,268
Library and Archives Canada,2014,02,A-2013-00240,"R112, Vol 31164, File Number 1640-21-15, Part 1, File Title: NATO Exercise  - Exercise Mariner 1953

MIKAN 4257643

R112, Vol 31164, File Number 1640-21-15, Part 2, File Title: NATO Exercise  - Exercise Mariner 1953

MIKAN 4257644

R112, Vol 31164, File Number 1640-21-15, Part 3, File Title: NATO Exercise  - Exercise Mariner 1953

MIKAN 4257645

R112, Vol 33775, File Number 1640-21-3, Part 2, File Title: North Atlantic Treaty Organization – Exercise Strikeback
MIKAN 4257607",All disclosed,1549
Library and Archives Canada,2014,02,A-2013-00248,"RG25, Vol 2489, File Number 47, Part 4, File Title: Senior Appointments - Under-Secretary's Meetings re-Personnel Matters - Appointments of Heads of Canadian Posts abroad.  Selection for vacant posts

RG25, Vol 2489, File Number 47, Part 5, File Title: Senior Appointments - Under-Secretary's Meetings re-Personnel Matters:  Appointments of Heads of Canadian Posts abroad.  Selection for vacant Posts

RG25, Vol 2490, File Number 160-5, File Title: Planning Board – The External Affairs Act

RG25, Vol 2490, File Number 161-1, Part 1, File Title: Projects assigned to Ext. Affairs Planning Bd. (Working Group) - External Affairs Act (Project 1)

RG25, Vol 674, File Number 28, File Title: Specialized study of French

RG25, Vol 4598, File Number 50048-Z-40, Part 1, File Title: Security Arrangements at the Canadian Legation at Prague Czechoslovakia

RG25, Vol 4599, File Number 50048-AB-40, Part 1, File Title: Security Arrangement at the Canadian Legation in Warsaw – General File

RG7, Accession 1988-87/081, Box 58, File Number CHAN 637-CADIEUX-MARCEL

RG25, Vol 2490, File Number 169, Part 2, File Title: Officers Promotions & Ratings – Policy and Procedure

RG25, Vol 3352, File Number 10928-40, Part 2, File Title: Policy of the Communist Bloc toward Diplomats and Citizens of Non-Communist

RG25, Vol 4306, File Number 11336-2-40, Part 1, File Title: The Establishment for Personnel division

RG25, Vol 5829, File Number 50132-B-40, Part 1, File Title: Soviet Union and Satellite Countries. Travel Restrictions in and Reciprocal Action by Non-Communist Countries

RG25, Vol 5829, File Number 50132-40, Part 2, File Title: Soviet Bibliography

RG25, Vol 4371, File Number 11564-40, Part 2, File Title: Treatment of Canadian & Other Western Diplomatic Missions & Staff in Czechoslovakia, and Retaliation by Canada & Other Western Powers

RG25, Vol 5828, File Number 50132-40, Part 1.2, File Title: Report of a trip made to Tiflis
Files part of: Registry records of the Canadian Security Intelligence Services, MIKAN 184653",Disclosed in part,4341
Library and Archives Canada,2014,02,A-2013-00253,"RG146, Vol 4123, Parts 1 to 4, File Title: Canadian Column (Rumor Clinic)""  - (42-06-01 to 43-11-2)

RG146, Vol 4124, Part 5, File Title: Canadian Column (Rumor Clinic)""  -  (November 6, 1943 to November 30, 1943)
Files part of: Registry records of the Canadian Security Intelligence Services, MIKAN 184653",Disclosed in part,304
Library and Archives Canada,2014,02,A-2013-00273,"Original ATIP Request AH-2002-00342; the file containing ""Subversion + Espionage by Communist Governments + Parties"" lecture to National Defence College Request a copy of the lecture.",Disclosed in part,80
Library and Archives Canada,2014,02,A-2013-00346,"RG25, Vol 27039, File Number 20-CDA-9-EA-AMRICA LAT 7837, File Title: Background Briefing Book - Visit of the Secretary of State for External Affairs, the Honorable Joe Clark to Central America - 21-29 November 1987 - Clark, J.
MIKAN 4080421",All disclosed,190
Library and Archives Canada,2014,02,A-2013-00350,"RG25, Vol 8526, File Number 6605-CE-40, Part 1, File Title: Personalities in Tanganyika

MIKAN 1853536

RG24, Vol 21834, File Number FMC 4760-1, Parts 10 & 11, File Title: Military Training Assistance
MIKAN 948205",Disclosed in part,668
Library and Archives Canada,2014,02,A-2013-00366,"RG25, Vol 27425, Reel MF-14644, File Number 26-4-Sommet-1987, File Title: Sommet de Québec - Cahier d'intervention du Premier Ministre - Put 1987-09-02

MIKAN 4082648

RG25, Vol 25966, File Number 226-4-Sommet-1987 10213, File Title : Sommet de Québec - Deuxième Conférence des Chefs d'état et de gouvernement des pays ayant en commun l'usage du français-Québec, 2, 3 et 4 septembre 1987 - Cahier de documentation géographique et institutionnelle 1987
MIKAN 4077499",All disclosed,307
Library and Archives Canada,2014,02,A-2013-00434,"RG25, Vol 22030, File Number 20-MALAWI-6, File Title: Political Affairs – Personality Biographies – Malawi

MIKAN 41058152

RG25, Vol 24980, File Number 20-TANZ-1-4, Part 11, File Title: Political Affairs – Policy & Background – Internal Policy Trends – Tanzania

MIKAN 3977070

RG25, Vol 27002, File Number 38-7-1-TANS, File Title: Tanzania – Canada Annual consultations MF-7380, Date: February 27-28, 1986

MIKAN 4079934

RG25, Vol 27003, File Number 38-7-1-TANZ, file Title: Tanzania country program review

MIKAN 4079938

RG25, Vol 27911, File Number 37-22-1-TANZ, Part 4, File Title: Foreign trade – strategic controls – Export of arms & military equipment by Canada Tanzania
MIKAN 4093529",All disclosed,696
Library and Archives Canada,2014,02,A-2013-00435,"RG25, Vol 28097, File Number 20-TANZ, Part 2, File Title: Political Affairs – Tanzania

MIKAN 4211576

RG25, Vol 28114, File Number 20-KENYA-1-3-TANZ, Part 1, File Title: Political Affairs – Policy and Background – Foreign Policy Trends – Kenya – Tanzania

MIKAN 4211739

RG25, Vol 28144, File Number 20-TANZ-1-4, Part 12, File Title: Political Affairs – Policy and Background – Internal Policy Trends – Tanzania

MIKAN 4212007

RG25, Vol 28119, File Number 20-TANZ-1-3, Part 13, File Title: Political Affairs – Policy and Background – Foreign Policy Trends – Tanzania

MIKAN 4211782

RG25, Vol 28162, File Number 20-TANZ-16-3, Part 2, File Title: Political Affairs – Tanzania – Government – Cabinet
MIKAN 4212220",Disclosed in part,699
Library and Archives Canada,2014,02,A-2013-00449,"RG25, Vol 26792, File Number 2960-02/AISA PACFC 16299, File Title: Visit to China and Hong Kong by Prime Minister Jean Chretien and Team Canada November 5-13, 1994 Background Information 1994-11-05
MIKAN 4079111",All disclosed,153
Library and Archives Canada,2014,02,A-2013-00478,"Accession 2000-01084-9, Box 37, File Number 172771, File Title: Tolls on New Halifax, Dartmouth Ridge – May 9, 1955
MIKAN 4497250",All disclosed,36
Library and Archives Canada,2014,02,A-2013-00487,"RG25, Vol 26987, File Number 8475-05 16876, File Title: Cahier d'information pour le Très Honorable Jean Chrétien Premier Ministre - Briefing Book for the Right Honourable Jean Chrétien Prime Minister - Nuclear Summit Moscow, Russia April 19-20, 1996
MIKAN 4079726",All disclosed,224
Library and Archives Canada,2014,02,A-2013-00505,We wish to have access to all and/or any records pertaining to the repatriation of the British North America Act 1867 (now known as the Constitution Act 1867) held by the Department of the Secretary of State covering the period from March 1980 to April 1982. For Francis Fox and Gerald Regan.,Does not exist,0
Library and Archives Canada,2014,02,A-2013-00510,"RG12, Vol 1180, File Number 5002-397, File Title: Board of Inquiry Accident to Fleet 80 CF-DPA on Dec 19, 1953 – Pilot & Passenger killed near Raymond, Alta
MIKAN 1272679",All disclosed,151
Library and Archives Canada,2014,02,A-2013-00513,"RG2, Vol 6469, Box 14, File Number 493-75, File Title: Possible Cdn candidacy for membership on the Security Council of the UN.
MIKAN 3819189",All disclosed,13
Library and Archives Canada,2014,02,A-2013-00515,"RG100, Accession 2005-00218-6, Box 55, File Number CKCK-3, File Title: Radio (AM) Appreciation & complaints Western World & communications Corp. Regina, Sask.
Files part of: Factum Books, MIKAN 616955",Disclosed in part,29
Library and Archives Canada,2014,02,A-2013-00517,"Lester B. Pearson, Prime Minister's Office correspondence 1965-1968.",Nothing disclosed (excluded),0
Library and Archives Canada,2014,02,A-2013-00520,"Copy of "" Management of Federal Government Library Surplus Publications: Information kit for federal government libraries and institutions"".",All disclosed,12
Library and Archives Canada,2014,02,A-2013-00533,"Briefing notes, memos and emails prepared for the Librarian and Archivist of Canada regarding the closure of Libraries at DFO and EC and other federal department since 2010.",Does not exist,0
Library and Archives Canada,2014,02,A-2013-00534,"RG10, Reel 2767, File Title: Individual Case File – T. Johnston Sr.
MIKAN 2302047",All disclosed,93
Library and Archives Canada,2014,02,A-2013-00535,"I am trying to track down buildings plans from the former RCAF Base Clinton, which closed in 1971.",All disclosed,33
Library and Archives Canada,2014,02,A-2013-00538,"R112, Vol 29819, File Number DRBS 170-80/B9, File Title: Biological and Chemical Warfare Working Group
MIKAN 3884694",Disclosed in part,151
Library and Archives Canada,2014,02,A-2013-00541,"In the framework of genealogical research on a person deceased for 40 years, I would like – some information on Mrs. Jeannine Jones.",Does not exist,0
Library and Archives Canada,2014,02,A-2013-00542,"RG24, Accession 1997-98/589, Box 213, File Number 5432-G 2/2, File Title: Weeds & Brush Control – Camp Gagetown NB
File part of: Property files from the third army central registry, MIKAN 156026",All disclosed,333
Library and Archives Canada,2014,02,A-2013-00543,"RG85, Vol 1654, File Title: Greet Van Steenhoven – May 1955 to August 1957
MIKAN 1589121",Disclosed in part,442
Library and Archives Canada,2014,02,A-2013-00545,"RG10, Reel 2771, File Title : Individual Case Files – George Johnston
MIKAN 2301481",Disclosed in part,40
Library and Archives Canada,2014,02,A-2013-00565,"Accession 1999-01254-2, Box 2, File Title: Rabies - Worksheets - Monthly - Quarterly and Annual Reports - (December 1981 to December 1987)

Accession 1999-01254-2, Box 3 (whole box)

Accession 1999-01254-2, Box 4, File Title: Rabies - Rage - Questions of the House - Amounts of Compensation paid out for Rabies as requested by Finance Admin. House of Commons, etc. (October 1982 to November 1990)

Accession 1999-01254-2, Box 2, File Title: Rabies - Working Papers - (1974 to 1981)

Accession 1999-01254-2, Box 4, File Title: Anti - Rabies Vaccination Clinics - C. D. Records - (1972 to 1983)
Files part of: Operational records related to rabies outbreaks in Canada, MIKAN 160243",All disclosed,3900
Library and Archives Canada,2014,03,A-2011-00275,"G24, Accession 2000-01333-3, Box 1, File Number 3350-52, Part 2, File Title: Operation Deliverance - Somalia (OPS, Exercises and Manoeuvres) -  (February 4, 1993 to February 15, 1993)

MIKAN 4512261

RG24, Accession 2000-01333-3, Box 1, File Number 3350-52, Part 2, File Title: Operation Deliverance - Somalia (OPS, Exercises and Manoeuvres) -  (January 18, 1993 to January 28, 1993)

MIKAN 4512259

RG24, Accession 2000-01333-3, Box 1, File Number 3350-52, Part 1, File Title: Operation Deliverance - Somalia (OPS, Exercises and Manoeuvres) -  (January 11, 1993 to February 2, 1993)

MIKAN 4512260

RG24, Accession 2000-01333-3, Box 1, File Number 3350-52, Part 1, File Title: Operation Deliverance - Somalia (OPS, Exercises and Manoeuvres) -  (January 3, 1993 to January 21, 1993)

MIKAN 4512258

RG24, Accession 2000-01333-3, Box 1, File Number 3350-52, Part 3, File Title: Operation Deliverance - Somalia (OPS, Exercises and Manoeuvres) -  (February 16, 1993 to February 26, 1993)

MIKAN 4512262

RG24, Accession 2000-01333-3, Box 1, File Number 3350-52, Part 4, File Title: Operation Deliverance - Somalia (OPS, Exercises and Manoeuvres) -  (March 2, 1993 to March 19, 1993)

MIKAN 4512263

RG24, Accession 2000-0133-3, Box 1, File Number 3350-52, Part 5, File Title: Operation Deliverance - Somalia (OPS, Exercises and Manoeuvres) -  (March 22, 1993 to April 7, 1993)

MIKAN 4512264

RG24, Accession 2000-01333-3, Box 1, File Number 3350-52, Part 6, File Title: Operation Deliverance - Somalia (OPS, Exercises and Manoeuvres) -  (April 6, 1993 to April 22, 1993)

MIKAN 4512265

RG24, Accession 2000-01333-3, Box 1, File Number 3350-52, Part 7, File Title: Operation Deliverance - Somalia (OPS, Exercises and Manoeuvres) -  (April 23, 1993 to June 14, 1993)

MIKAN 4512266

RG24, Accession 2000-01333-3, Box 1, Phase 1 Part XI, File Title: Board of Inquiry Canadian Airborne Regiment Battle Group - (1993)

MIKAN 4512268

RG24, Accession 2000-01333-3, Box 1, Phase 1 Part XII, File Title: Board of Inquiry Canadian Airborne Regiment Battle Group - (1993)

MIKAN 4512269

RG24, Accession 2000-01333-3, Box 2, File Title: OP Deliverance - General - (December 1992)

MIKAN 4512276

RG24, Accession 2000-01333-3, Box 2, File Title: OP Deliverance - Medical  - (1992)

MIKAN 4512274

RG24, Accession 2000-01333-3, Box 2, File Title: OP Deliverance – (1993)

MIKAN 4512280

RG24, Accession 2000-01333-3, Box 2, File Title: Irregularities Somalia – (1993 1995)

MIKAN 4512279

RG24, Accession 2000-01333-3, box 2, File Number 3350-52, Part 8, File Title: Operation Deliverance - Somalia (OPS, Exercises and Manoeuvres)  - (June 15, 1993 to November 4, 1993)

MIKAN 4512277

RG24, Accession 2000-01333-3, Box 2, File Title: Correspondence Out - Op Del  - (December 11, 1992 to February 18, 1992)

MIKAN 4512275

RG24, Accession 2000-01333-3, Box 2, File Title: Somalia Accident Reports – (1993)

MIKAN 4512273

RG24, Accession 2000-01333-3, Box 2, File Number 1080-1 TD 13#93, File Title: Somalia - Board of Inquiry  - (1993-1994)
MIKAN 4512272",Disclosed in part,4543
Library and Archives Canada,2014,03,A-2012-00649,"RG146, Vol 4749, Part Vol. 1, Wallet 1 and Wallet 2, File Title: Douglas Alexander Skelton
Files part of: Registry records of the Canadian Security Intelligence Services, MIKAN 184653",Disclosed in part,685
Library and Archives Canada,2014,03,A-2013-00028,"RG24, Vol 21360, File Number 1769-1, Parts 1 and 2, File Title: Liaison with United Kingdom – Intelligence and Commonwealth (1952-1965)
MIKAN 949756",All disclosed,527
Library and Archives Canada,2014,03,A-2013-00340,"RG24, Vol 4576, File Number 3-37-1, File Title: Organization of Establishments Serbian Army Camp Sussex NB

MIKAN 1093138

RG24, Vol 441, File Number 54-21-1-151, File Title: Atrocoties committed by the retreating Bulgarian Army on the people of Serbia

MIKAN 1885458

RG13, Vol 213, File Number 407, File Title: Certain Serbians and Romanians interred at Vancouver BC

RG13, Vol 213, File Number 313, File Title: Austro-Hungarian subjects of Romanian and Serbian origin interred at Vancouver BC

Files part of: Numbered Central Registry Files, MIKAN 133973

RG13, Vol 213, File Number 1008, File Title: Desired release from interment of certain Romanians and Serbian prisoners
MIKAN 1351156",All disclosed,34
Library and Archives Canada,2014,03,A-2013-00341,"R969, Vol 82, File Title: Serbian National Defence League, Windsor ON

MIKAN 4090006

RG18, Vol 2168, File Number 15/32, File Title: Servian National Defence League Certificates

MIKAN 879471

RG25, Vol 2411, File Number 102-AKY-40, File Title: Activities of Serbian National Defence of Canada
MIKAN 1799005",All disclosed,125
Library and Archives Canada,2014,03,A-2013-00342,"RG13, Vol 297, File Number 826, File Title: Complaint against Captain Sefrovich Serbian Consul General  Montreal

MIKAN 1363722

RG25, Vol 1505, File Number 26-Y, File Title: Staff list of Serbian Consulate in Montreal

MIKAN 1830630

RG76, vol 631, File Number 963866, File Title: Consul General for Yugoslavia Montreal, General file
MIKAN 1435625",All disclosed,34
Library and Archives Canada,2014,03,A-2013-00343,"RG18, Vol 393, File Number 379, File Title: Schwegel, Mr. J. Consul for Austria-Hungary, Winnipeg Appreciation of Service of Police in connection with wreck on CPR at Whoop-up

MIKAN 865088

RG25, Vol 1107, File Number 1124, File Title: Appointment of Lukes Copal on Montreal as Consul Austria Hungary and recall of Dr Hans Schwegel

MIKAN 1826369

RG25, Vol 1097, File Number 511, File Title: Appointment of Herr Herman Hann Von Hannenheim as Consul Austria Hungary at Montreal and of Dr Hans Schwegel as Consul at Winnipeg

MIKAN 1826319

RG25, Vol 1096, File Title: Appointment of HB Soot as vice Consul of Norway at Winnipeg
MIKAN 1835511",All disclosed,31
Library and Archives Canada,2014,03,A-2013-00464,"RG26, Vol 162, File Number 3-15-1, Part 13, File Title: Canadian Immigration Act and Regulations amendments

MIKAN 3782371

RG26, Vol 163, File Number 3-15-1, Part 14, File Title: Briefing

MIKAN 3782372

RG26, Vol 163, File Number 3-15-1, Part 15, File Title: Canadian Immigration Act and Regulations Amendments

MIKAN 3782374

RG26, Vol 163, File Number 3-15-1, Part 16, File Title: Canadian Immigration Act and Regulations Amendments
MIKAN 3782375",Disclosed in part,2102
Library and Archives Canada,2014,03,A-2013-00511,"RG10, Vol 6200, Reel C-7933, File Title: Six Nations Agency – Mohawk residential school – Quarterly returns 1947-1952

MIKAN 2055014

RG10, Vol 999, Reel T-1455, File Title: Census of the Six Nations by interpreter to collect money 1849

MIKAN 3744310

RG10, Vol 14115, File Number 16, File Title: Brantfor District-Indian Agent Census Book Six Nations Deleware 1902-1939

MIKAN 2115125

RG10, Vol 14115, File Number 20, File Title: Brantfor District-Indian Agent Census Book Six Nations Deleware 1902-1949
MIKAN 2115129",All disclosed,28
Library and Archives Canada,2014,03,A-2013-00530,"RG146, Vol 757, File Number 1, File Title: Society of Friends (Quaker’s) Canada
Files part of: Registry records of the Canadian Security Intelligence Services, MIKAN 184653",Disclosed in part,29
Library and Archives Canada,2014,03,A-2013-00532,"I am looking for all correspondence between the department of External Affairs in Ottawa and the Canadian Embassy in Santiago Chili between September 1, 1973 and January 30, 1974.",Nothing Disclosed (excluded),0
Library and Archives Canada,2014,03,A-2013-00539,Registry of Indians for all registered bands in Quebec in 1951 (Archival reference number R216-692-0-F and old number RG 10-B-8-a1.),Does not exist,0
Library and Archives Canada,2014,03,A-2013-00553,"RG124, Accession 1984-85/617, Box 6, File Number 1050-1, File Title: Maritime Marshland Rehabilitation Administration

RG124, Accession 19984-85/617, Box 6, File Number 1050-9, File Title: Avon river causeway dam
Files part of: Halifax Regional Office, Registry Files, MIKAN 43406",All disclosed,107
