Organisation,Annee,Mois,Numero de la demande,Sommaire de la demande,Disposition,Nombre de pages
Agence canadienne d'inspection des aliments,2012,07,A-2012-00002,SGI 53787 - Plainte concernant l'étiquetage de légumes congelés.,Divulgation partielle,34
Agence canadienne d'inspection des aliments,2012,07,A-2012-00022,SGI 54562 - Plainte concernant la qualité d'une gelée de piment rouge piquant.,Divulgation partielle,28
Agence canadienne d'inspection des aliments,2012,07,A-2012-00025,SGI 54609 - Présence douteuse de déchets scellés dans une boîte de céréales.,Divulgation partielle,23
Agence canadienne d'inspection des aliments,2012,07,A-2012-00026,SGI 55073 - Plainte concernant l'étiquetage de farine.,Divulgation partielle,1
Agence canadienne d'inspection des aliments,2012,07,A-2012-00031,"Rapport d'inspection de l'accident survenu le 24 avril 2012 durant le transport de porcs à Saint-Roch-de-L'Achigan, au Québec.",Divulgation partielle,25
Agence canadienne d'inspection des aliments,2012,07,A-2012-00040,SGI 54347 - Présence douteuse d'une souris morte dans des croustilles.,Divulgation partielle,23
Agence canadienne d'inspection des aliments,2012,07,A-2012-00041,SGI 53947 - Objet tranchant trouvé dans un sandwich aux ufs.,Divulgation partielle,39
Agence canadienne d'inspection des aliments,2012,07,A-2012-00046,SGI 54365 - Présence douteuse d'une dent dans une barre de chocolat.,Divulgation partielle,25
Agence canadienne d'inspection des aliments,2012,07,A-2012-00048,SGI 51681 - Présumée erreur d'étiquetage sur un produit de crème glacée.,Divulgation partielle,8
Agence canadienne d'inspection des aliments,2012,07,A-2012-00050,SGI 51684 - Plainte concernant l'étiquetage d'un dessert congelé.,Divulgation complète,5
Agence canadienne d'inspection des aliments,2012,07,A-2012-00055,"Liste des rapports officiels d'évaluation des risques et des menaces touchant la santé animale, les végétaux et les semences, produits par l'ACIA du 1er janvier 2011 au 24 mai 2012.",Divulgation complète,7
Agence canadienne d'inspection des aliments,2012,07,A-2012-00060,SGI 55510 - Présence douteuse d'un objet étranger dans des épinards.,Divulgation partielle,16
Agence canadienne d'inspection des aliments,2012,07,A-2012-00071,SGI 55928 - Présumé cas de maladie associé à la consommation d'eau embouteillée.,Divulgation partielle,19
Agence canadienne d'inspection des aliments,2012,07,A-2012-00079,SGI 55978 - Présence douteuse d'une matière étrangère dans une lasagne.,Divulgation partielle,17
Agence canadienne d'inspection des aliments,2012,07,A-2012-00087,"Copie du rapport final de l'examen, conformément à la recommandation 44 du rapport Weatherill.",Divulgation complète,62
Agence canadienne d'inspection des aliments,2012,07,A-2012-00089,"Copie de la vérification des ressources, conformément à la recommandation 7 du rapport Weatherill.",Divulgation complète,43
Agence canadienne d'inspection des aliments,2012,07,A-2012-00097,Tous les dossiers d'inspection de Canuck Food Corporation/Magic Minute Meals of Canada (années 1970) et McVicars Foods (années 1980) du 1er janvier 1970 au 31 décembre 1989.,N'existe pas,0
Agence canadienne d'inspection des aliments,2012,07,A-2012-00098,"Rapport d'utilisation de l'offre à commandes d'arrangements en matière d'approvisionnement des Services professionnels centrés sur les tâches et les solutions, ainsi que les commandes subséquentes dans la RCN du 1er janvier 2011 au 1er mai 2012.",Divulgation partielle,1
Agence canadienne d'inspection des aliments,2012,06,A-2011-00202,Une copie des notes préparatoires et des notes de réunion créées entre le 28 juillet 2011 et le 15 décembre 2011 pour les réunions tenues par le président de l'ACIA avec les groupes de l'industrie ou les représentants d'entreprises. Une copie des soumissions présentées par les groupes de l'industrie ou les représentants d'entreprises dans le cadre des réunions susmentionnées. Une copie des trousses de diffusion pour toutes les demandes d'accès à l'information connexes terminées entre le 28 juillet 2009 et le 28 juillet 2011.,Divulgation partielle,359
Agence canadienne d'inspection des aliments,2012,06,A-2011-00208,Tous les résultats d'analyse et les commentaires sur le projet d'étiquetage équitable FEN027 2010 2011 entre le 1er janvier 2010 et le 30 novembre 2011.,Divulgation partielle,363
Agence canadienne d'inspection des aliments,2012,06,A-2011-00251,SGI no 54139 - Maladie possiblement due à la consommation de sébaste aux yeux jaunes.,Divulgation partielle,41
Agence canadienne d'inspection des aliments,2012,06,A-2011-00253,SGI no 53511 - Présence possible de plastique dans une salade de persil.,Divulgation partielle,28
Agence canadienne d'inspection des aliments,2012,06,A-2012-00003,SGI no 531306 - Présence possible de cheveux dans du pain blanc,Divulgation partielle,16
Agence canadienne d'inspection des aliments,2012,06,A-2012-00015,"Tous les courriels envoyés et reçus par Chris Hansen, de l'ACIA, concernant l'utilisation du terme « naturel » sur les étiquettes d'aliments, entre le 1er janvier 2010 et le 31 décembre 2010.",Divulgation complète,21
Agence canadienne d'inspection des aliments,2012,06,A-2012-00024,Tous les dossiers portant sur les plaintes reçues concernant Alberta Water Services.,Divulgation partielle,19
Agence canadienne d'inspection des aliments,2012,06,A-2012-00032,SGI no 36526 - Présence possible d'un objet dans des galettes de boeuf.,Divulgation partielle,12
Agence canadienne d'inspection des aliments,2012,06,A-2012-00042,Toutes les commandes subséquentes traitées par l'ACIA dans la RCN conformément à toute offre à commandes ou à tout arrangement en matière d'approvisionnement pour des services d'aide temporaire entre le 1er janvier 2012 et le 30 avril 2012.,Divulgation complète,4
Agence canadienne d'inspection des aliments,2012,06,A-2012-00045,Toutes les commandes subséquentes traitées par l'ACIA dans la RCN conformément à toute offre à commandes ou à tout arrangement en matière d'approvisionnement pour des services d'aide temporaire entre le 1er octobre 2011 et le 31 mars 2012.,Divulgation partielle,46
Agence canadienne d'inspection des aliments,2012,06,A-2012-00047,"Tous les dossiers portant sur les plaintes reçues par l'ACIA concernant Barry Group, de Witless Bay (Terre Neuve et Labrador), entre le 1er avril 2012 et le 30 juin 2012.",Divulgation partielle,17
Agence canadienne d'inspection des aliments,2012,06,A-2012-00052,Une liste des réunions tenues entre le 16 décembre 2011 et le 23 mai 2012 par le président de l'ACIA avec les groupes de l'industrie ou les représentants d'entreprises.,Divulgation complète,1
Agence canadienne d'inspection des aliments,2012,06,A-2012-00053,SGI no 52750 - Plainte concernant une prétendue fausse allégation sur l'étiquette d'une friandise glacée (« fabriqué à partir de jus de fruit »).,Divulgation complète,36
Agence canadienne d'inspection des aliments,2012,06,A-2012-00056,"Tous les rapports des inspecteurs de l'ACIA dans la RCN pour 2012 portant sur l'échantillonnage effectué dans les cafés, les juteries et les restaurants à service rapide où des éléments négatifs ont été signalés. Une copie de la trousse de diffusion pour la demande A-2010-00236.",Divulgation partielle,23
Agence canadienne d'inspection des aliments,2012,06,A-2012-00062,Toutes les commandes subséquentes en ligne pour des services d'aide temporaire traitées par le centre opérationnel de l'Ontario de l'ACIA entre le 1er janvier 2012 et le 30 avril 2012.,N'existe pas,0
Agence canadienne d'inspection des aliments,2012,06,A-2012-00072,Une liste des indemnités versées par l'ACIA à Cooke Aquaculture entre le 1er avril 2012 et le 4 juin 2012.,N'existe pas,0
Agence canadienne d'inspection des aliments,2012,05,A-2010-00254,"Du 28 juillet 2009 au 13 décembre 2010, toutes les notes préparatoires et les notes sur les réunions que le président de l'ACIA a tenu avec le groupe de l'industrie et les représentants d'entreprise.",Divulgation partielle,828
Agence canadienne d'inspection des aliments,2012,05,A-2011-00119,"Du 1er avril 2006 au 9 septembre 2011, tous les dossiers découlant d'une présence adventice en raison de la présence d'événements génétiques non approuvés dans les semences ou dans les produits agricoles autres qu'à l'état de semence.",Divulgation partielle,166
Agence canadienne d'inspection des aliments,2012,05,A-2011-00192,Une copie d'un rapport du Système de contrôle et de suivi des importations (SCSI) montrant les importations de produits alimentaires dont on a refusé l'entrée au Canada du 1er janvier 2007 au 20 janvier 2012.,Divulgation partielle,161
Agence canadienne d'inspection des aliments,2012,05,A-2011-00195,Toute les notes de periode de question (PQ) qui ont été crées ou transmises au ministre responsable de l'Agence canadienne d'inspection des aliments et ce du 1er novembre 2011 au 2 décembre 2011.,Divulgation partielle,95
Agence canadienne d'inspection des aliments,2012,05,A-2011-00240,"Tous les rapports d'experts conseils préparés pour le président de l'ACIA au sujet de la restructuration de l'organisation, des rôles et des responsabilités de l'ACIA et toute la correspondance échangée entre l'ACIA et les experts conseils concernant les rapports conservés par la Direction générale des politiques et des programmes pendant les années civiles 2010 et 2011.",Divulgation partielle,219
Agence canadienne d'inspection des aliments,2012,05,A-2011-00246,SGI no 53307 - Présence soupçonnée d'une souris dans une boîte de céréales.,Divulgation partielle,18
Agence canadienne d'inspection des aliments,2012,05,A-2011-00250,"Copies des résultats de l'échantillonnage au hasard et de la vérification des oeufs par l'ACIA afin de déterminer l'exactitude du classement dans les installations appartenant à L.H. Gray and Son Ltd./Gray Ridge Farms Ltd. dans la province de l'Ontario et chez Burnbrae Farms Ltd., également en Ontario, pour le quatrième trimestre (octobre, novembre et décembre) de 2009, 2010 et 2011.",Divulgation partielle,36
Agence canadienne d'inspection des aliments,2012,05,A-2011-00261,SGI no 54228 - Problème possible d'étiquetage du bacon.,Divulgation partielle,13
Agence canadienne d'inspection des aliments,2012,05,A-2011-00266,Lettre envoyée en septembre 2003 par l'Agence canadienne d'inspection des aliments à la firme Monsanto en lien avec l'évaluation du blé Roundup Ready.,Divulgation partielle,4
Agence canadienne d'inspection des aliments,2012,05,A-2011-00273,SGI no 41377 - Présence soupçonnée d'un morceau de bois dans de la soupe.,Divulgation partielle,23
Agence canadienne d'inspection des aliments,2012,05,A-2011-00275,SGI no 53704 - Présence soupçonnée d'un objet dans des biscuits aux pépites de chocolat.,Divulgation partielle,12
Agence canadienne d'inspection des aliments,2012,05,A-2012-00005,Coûts liés à la réalisation du projet de recherche et développement W1001 (le virus Nipah infecte des sous populations précises de cellules mononuclées de sang périphérique chez les porcs) de la mise en uvre jusqu'au 11 avril 2012.,Divulgation partielle,30
Agence canadienne d'inspection des aliments,2012,05,A-2012-00006,Nombre d'appels reçus par la ligne d'aide sur le transport des animaux de l'ACIA depuis son lancement jusqu'au 17 avril 2012.,Divulgation complète,4
Agence canadienne d'inspection des aliments,2012,05,A-2012-00017,Rapports d'inspection des échantillons et rapports du SGI recueillis chez Starbucks du 1er janvier au 26 avril 2012.,N'existe pas,0
Agence canadienne d'inspection des aliments,2012,05,A-2012-00018,Rapports d'inspection des échantillons et rapports du SGI recueillis chez Tim Hortons du 1er janvier au 26 avril 2012.,N'existe pas,0
Agence canadienne d'inspection des aliments,2012,05,A-2012-00019,Tous les dossiers concernant la raison pour laquelle l'ACIA a publié la directive réglementaire RG 2 intitulée « Alimentation des bovins avec du fumier de volailles interdite » en février 2012.,Divulgation partielle,30
Agence canadienne d'inspection des aliments,2012,05,A-2012-00023,"Une copie des procédures de l'ACIA pour réserver les billets d'avion pour les voyages d'affaires, y compris les politiques des avantages sous la forme de points de fidélité. Les accords avec toutes les compagnies aériennes en ce qui concerne l'achat de billets ou pour mulitiple réductions sur les billets à venir. Le nombres de voyages effectués par les employés de l'ACIA en provenance ou à l'aéroport de Gaspé (YGP) pour les années 2008-2011. Le coût total de l 'ACIA pour le transport aérien ou de l'aéroport pour les années 2008-2011. Toute politique de l'ACIA, des directives ou des règlements pour le remboursement des frais de déplacements des employés de l'ACIA.",Divulgation complète,1
Agence canadienne d'inspection des aliments,2012,05,A-2012-00037,"Du 1er septembre 2011 au 1er mai 2012, tous les courriels envoyés par le directeur exécutif de la Direction de l'étiquetage et des allégations alimentaires et reçus par celui ci, y compris les pièces jointes, au sujet du a) programme d'enquête dans les établissements de vente au détail et du b) programme d'échantillonnage dirigé.",N'existe pas,0
Agence canadienne d'inspection des aliments,2012,04,A-2010-00046,"Tous les documents sur le transport de la volaille dans un rayon de 400 kilomètres, y compris les renseignements sur les établissements à l'est et à l'ouest de Saint-Francois (Nouveau-Brunswick) ainsi que sur les établissements de la Nouvelle-Écosse et du Québec.",Divulgation partielle,1 442
Agence canadienne d'inspection des aliments,2012,04,A-2011-00041,"Les analyses de rentabilisation et les présentations au Secrétariat du Conseil du Trésor (SCT) visant à accéder à la réserve de gestion du SCT au sujet des paiements forfaitaires ont été préparées à la suite de la reclassification de divers postes IPP des groupes EG et PM, entre 1997 et 2011 [PM 01; PM 02; EG 02; EG 03; EG 04; EG 05; EG 06]. Les paiements forfaitaires ont été effectués de façon rétroactive pour la couverture de la rémunération d'intérim ainsi que des paiements forfaitaires relatifs au temps supplémentaire et à la rotation. Ces paiements ont été effectués entre 1997 et 2000, tout comme le recouvrement de ces paiements forfaitaires. Sont aussi demandés tous les renseignements à l'appui des analyses de rentabilisation et des présentations au SCT.",Divulgation partielle,45
Agence canadienne d'inspection des aliments,2012,04,A-2011-00189,Tous les résultats d'analyse et les commentaires sur le projet d'étiquetage équitable 011B (huiles végétales coûteuses) dont il est question dans le compte rendu ci­joint. Du 1er janvier 2010 au 30 novembre 2011.,Divulgation partielle,176
Agence canadienne d'inspection des aliments,2012,04,A-2011-00190,Tous les résultats d'analyse et les commentaires sur le projet WD002 (préparations pour nourrissons à base de céréales) dont il est question dans le compte rendu ci­joint. Du 1er janvier 2010 au 30 novembre 2011. Veuillez seulement inclure les dossiers de la Direction générale des opérations (RCN) et de la Direction générale des politiques et des programmes.,Divulgation partielle,244
Agence canadienne d'inspection des aliments,2012,04,A-2011-00204,Des copies de l'original ou un rapport sur l'ensemble des test de détection du flétrissement bactérien fait sur la production de pomme de terre de semence 2011 de la Ferme Jean-Guy Bock senc. et/ou Ferme Charlemagne Bock et/ou Ferme des Bock et/ou Ferme Daniel Bock et/ou Ferme Stéphane Bock.,Divulgation partielle,1
Agence canadienne d'inspection des aliments,2012,04,A-2011-00212,SGI no 53452 - objet étranger suspect trouvé dans un sac de collation croustillante au fromage.,Divulgation partielle,56
Agence canadienne d'inspection des aliments,2012,04,A-2011-00221,"Tous les dossiers portant notamment sur des mesures d'application de la loi et de vérification de la conformité, proposées ou prises, en matière d'importation ou de vente de produits de santé naturels ou de médicaments au Canada par ViSalus Sciences, à l'exception de renseignements nécessitant la consultation d'une tierce partie.",Divulgation partielle,87
Agence canadienne d'inspection des aliments,2012,04,A-2011-00238,"Copies des rapports d'inspection de pommes de terre dont les lots qui suivent figuraient sur les certificats phytosanitaires no 2126322, daté du 11 janvier 2011 (lot no 2010 1020070 001), et no 2126323, daté du 11 janvier 2011 (lot no 2010 1020070 001, lot no 2010 1030337 012 et lot no 2010 1040690 015).",Divulgation complète,18
Agence canadienne d'inspection des aliments,2012,04,A-2011-00242,"Les dépenses qu'ont engagées les employés suivants de l'ACIA relativement au déplacement, à l'hébergement et à l'inscription en vue de la conférence des industries canadiennes de transformation des oeufs et de la volaille - qui a eu lieu à St. John's (Terre-Neuve) les 12, 13 et 14 juin 2011 : Kristopher Jollymore, Cory Keats, Daniel Leclair, Judy Scaife, Anne Marie St Laurent et Cheryl White. Toute correspondance envoyée à ou par Judy Scaife entre le 1er janvier 2011 et le 31 janvier 2012.",Divulgation partielle,76
Agence canadienne d'inspection des aliments,2012,04,A-2011-00257,Années de calendrier 2010 et 2011 : Tous les résultats d'analyses effectuées dans le lac Simcoe ainsi que tous les résultats d'essais de réaction en chaîne de la polymérase (PCR) quantitative ou résultats d'analyses aux fins de détection d'acide ribonucléique (ARN) liée à la septicémie hémorragique virale.,Divulgation partielle,27
Agence canadienne d'inspection des aliments,2012,04,A-2011-00267,"Copies de toutes les lettres de suspension ou d'annulation de certificats de produits biologiques délivrés par le Régime Bio­Canada de l'ACIA à des exploitations ou à des exploitants, du 1er janvier 2010 au 6 mars 2012.",N'existe pas,0
Agence canadienne d'inspection des aliments,2012,04,A-2011-00280,"Veuillez fournir le nombre et le nombre total d'employés pour chaque catégorie de rémunération (p. ex. PM­2, EX­1, CR­5, etc.) : Employés à temps plein de la baie North nommés pour une période indéterminée (1er mars 2012 et 1er mars 2000) et employés à temps plein de la baie North nommés pour une période déterminée (1er mars 2012 et 1er mars 2000); employés à temps plein de Sudbury nommés pour une période indéterminée (1er mars 2012 et 1er mars 2000) et employés à temps plein de Sudbury nommés pour une période déterminée (1er mars 2012 et 1er mars 2000).",Divulgation complète,1
Agence canadienne d'inspection des aliments,2012,04,A-2011-00281,Tous les dossiers remis par Bayer concernant l'approbation du projet sur le riz LL62.,N'existe pas,0
Agence canadienne d'inspection des aliments,2012,03,A-2010-00138,"Tous les rapports d'analyse, les notes de service, les notes d'information et les documents de questions et réponses de juin 2010 de l'ACIA dans la RCN portant sur la salubrité des aliments importés de la Chine.",Divulgation partielle,284
Agence canadienne d'inspection des aliments,2012,03,A-2011-00017,Tous les dossiers en lien avec la présentation de Pioneer Hi-Bred Production Ltd. concernant l'approbation en matière d'environnement et d'aliments pour animaux du soja issu de la transformation 305423.,Divulgation partielle,895
Agence canadienne d'inspection des aliments,2012,03,A-2011-00160,Tous les documents au sujet des résultats du programme « Importers at Risk » entre le 1er janvier 2007 et le 14 octobre 2011.,Divulgation complète,266
Agence canadienne d'inspection des aliments,2012,03,A-2011-00169,Tous les documents présentés par l'entreprise BASF à l'appui de sa demande connue sous le code CLB-1 concernant le canola tolérant les herbicides.,Divulgation partielle,156
Agence canadienne d'inspection des aliments,2012,03,A-2011-00181,No SGI 53500 - Présence possible d'un objet dans le rôti de palette.,Divulgation partielle,28
Agence canadienne d'inspection des aliments,2012,03,A-2011-00187,Toutes les commandes subséquentes traitées par l'ACIA dans la RCN conformément à toute offre à commandes ou à tout arrangement en matière d'approvisionnement pour des services d'aide temporaire; toutes les nominations d'une durée déterminée et visant des emplois temporaires par l'ACIA dans la RCN au titre de la Loi sur l'emploi dans la fonction publique; toutes les commandes d'achat local traitées par l'ACIA dans la RCN pour des services d'aide temporaire; ainsi que toutes les commandes subséquentes et les modifications émises en vertu d'une offre à commandes pour des Services professionnels en informatique centrés sur les tâches (EN578-0055605) par l'ACIA dans la RCN. Période : du 1er septembre au 1er décembre 2011.,Divulgation partielle,133
Agence canadienne d'inspection des aliments,2012,03,A-2011-00203,No SGI 53603 - Présence possible d'un objet dans le poulet Bolognaise.,Divulgation partielle,12
Agence canadienne d'inspection des aliments,2012,03,A-2011-00206,Copies du résumé ou du compte rendu des conférences téléphoniques sur l'étiquetage des aliments importés et manufacturés et de toute conférence téléphonique commune sur les aliments transformés et les détaillants du 1er février au 10 décembre 2011.,Divulgation partielle,26
Agence canadienne d'inspection des aliments,2012,03,A-2011-00237,"Un rapport sur l'importation et l'exportation des alpagas (Vicugna pacos) pour les années 2009, 2010 et 2011 extrait du Système informatisé pour l'enregistrement et le suivi des analyses de laboratoire (SIESAL), indiquant le nombre d'animaux ayant obtenu un résultat positif au test de dépistage de la tuberculose dans le pays exportateur, le type de test utilisé, ainsi que le nombre d'animaux ayant obtenu un résultat positif au test de dépistage de la tuberculose dans le pays importateur. Un rapport du Laboratoire de Lethbridge sur les analyses concernant le nombre d'animaux pour lesquels on a refait un test de dépistage à l'aide d'un protocole différent à la suite d'un premier résultat positif, ainsi que le nombre d'animaux éliminés après avoir obtenu un résultat positif et le type de test utilisé.",Divulgation partielle,93
Agence canadienne d'inspection des aliments,2012,03,A-2011-00247,"Tous les documents se rapportant au contrat 3000402740, dont le contrat en question, l'énoncé de travail avec toutes les modifications, la plainte, toutes les versions des rapports produits aux termes du contrat conclu entre la Carol Roberts Law Corporation et l'Agence canadienne d'inspection des aliments (ACIA).",Divulgation partielle,11
Agence canadienne d'inspection des aliments,2012,03,A-2011-00248,"Tous les documents se rapportant au contrat 3000434597, dont le contrat en question, l'énoncé de travail avec toutes les modifications, la plainte, toutes les versions des rapports produits aux termes du contrat conclu entre la Carol Roberts Law Corporation et l'Agence canadienne d'inspection des aliments (ACIA).",Divulgation partielle,25
Agence canadienne d'inspection des aliments,2012,03,A-2011-00254,Une copie de toutes les demandes d'accès à l'information présentées à l'ACIA par la Société Radio-Canada (SRC) au cours de l'année civile 2009.,Divulgation partielle,13
Agence canadienne d'inspection des aliments,2012,03,A-2011-00255,Une copie de toutes les demandes d'accès à l'information présentées à l'ACIA par la Société Radio-Canada (SRC) au cours de l'année civile 2010.,Divulgation partielle,8
Agence canadienne d'inspection des aliments,2012,03,A-2011-00256,Une copie de toutes les demandes d'accès à l'information présentées à l'ACIA par la Société Radio-Canada (SRC) au cours de l'année civile 2011.,Divulgation partielle,2
Agence canadienne d'inspection des aliments,2012,03,A-2011-00259,No SGI 53354 - Présence possible de cheveux ou de ficelle dans le chocolat chaud en poudre.,Divulgation partielle,19
Agence canadienne d'inspection des aliments,2012,03,A-2011-00264,Résultats des analyses pour le dépistage d'allergènes liés au gluten menées par l'Agence canadienne d'inspection des aliments pour les produits alimentaires et les huiles à base de chanvre du Manitoba du 1er janvier 2011 au 6 mars 2012.,Divulgation partielle,3
Agence canadienne d'inspection des aliments,2012,02,A-2010-00083,Tous les rapports de gestion et les statistiques sur le nombre d'inspections effectuées et les rapports d'inspection connexes concernant l'article B.08.030 sur le fromage du Règlement sur les aliments et drogues depuis sa mise en oeuvre jusqu'au 14 juillet 2010.,Divulgation partielle,459
Agence canadienne d'inspection des aliments,2012,02,A-2011-00108,"Du 9 décembre 2010 au 28 juillet 2011, toutes les notes préparatoires et les notes sur les réunions que le président de l'ACIA a tenu avec les groupes de l'industrie et les représentants d'entreprise. Fournir également copie des rapports de consultation de l'industrie présentés au président de l'ACIA au cours de cette période.",Divulgation partielle,257
Agence canadienne d'inspection des aliments,2012,02,A-2011-00129,"Conformément au Programme des pratiques équitables d'étiquetage, la marque, le nom des aliments et le nom des fabricants des aliments analysés par l'ACIA entre le 1er janvier 2006 et le 31 décembre 2010. En ce qui concerne le projet sur la viande hachée de 2009-2010, nous souhaitons obtenir les noms des entreprises qui vendent au détail les cinq produits de viande hachée pour lesquels on a constaté la non-correspondance du contenu aux allégations « maigre » ou « extra-maigre » inscrites sur les étiquettes, ainsi qu'une description des écarts entre les étiquettes et le contenu.",Divulgation partielle,988
Agence canadienne d'inspection des aliments,2012,02,A-2011-00137,"Dossiers liés à la mise en oeuvre des politiques, normes, pratiques et directives de gestion de l'information récemment élaborées jusqu'au 4 octobre 2011.",Divulgation partielle,289
Agence canadienne d'inspection des aliments,2012,02,A-2011-00155,No SGI 49403 - Plainte concernant l'eau d'une pépinière.,Divulgation partielle,955
Agence canadienne d'inspection des aliments,2012,02,A-2011-00157,"Copie de toutes les déclarations et indemnités liées aux cervidés, particulièrement sur le formulaire 1602, en Saskatchewan de 2000 au 26 octobre 2011. Les renseignements sur les propriétaires d'animaux, les adresses et emplacements peuvent être supprimés.",Divulgation partielle,1 277
Agence canadienne d'inspection des aliments,2012,02,A-2011-00170,"Tous les documents soumis par BASF Canada Inc. à l'appui de la décision et de l'approbation suivantes : Produit/destination : Canola B. juncea, Trait nouveau : tolérance à l'imidazolinone et approbation de l'ACIA pour la dissémination en milieu ouvert le 2 mai 2008, no de réf. DD2008-73.",Divulgation partielle,174
Agence canadienne d'inspection des aliments,2012,02,A-2011-00172,No SGI 52087 - Présence possible d'un objet dans le yogourt.,Divulgation partielle,21
Agence canadienne d'inspection des aliments,2012,02,A-2011-00173,No SGI 53006 - Présence possible d'une souris dans du chili.,Divulgation partielle,41
Agence canadienne d'inspection des aliments,2012,02,A-2011-00175,"Dossier du règlement amiable de 200 000 $ concernant une enquête sur la mise en quarantaine, conformément aux Comptes publics de 2010-2011.",Divulgation partielle,4
Agence canadienne d'inspection des aliments,2012,02,A-2011-00176,"Dossier pour le règlement amiable de 250 000 $ à l'intention de Tapper Cuddy LLP concernant l'abattage de wapitis, conformément aux Comptes publics de 2010-2011.",Divulgation partiele,5
Agence canadienne d'inspection des aliments,2012,02,A-2011-00185,No SGI 52842 - Présence possible d'une souris dans une bouteille de bière.,Divulgation partielle,112
Agence canadienne d'inspection des aliments,2012,02,A-2011-00196,"Pour 2000 et 2011, le coût total de l'analyse d'un spécimen pour le diagnostique de la rage par immunofluorescence, et l'épreuve d'inoculation de cultures de tissus lorsque l'immunofluorescence donne un résultat négatif.",Divulgation complète,1
Agence canadienne d'inspection des aliments,2012,02,A-2011-00198,"Pour 2011, les frais de transport pour expédier seulement par voie terrestre ou aérienne aux laboratoires d'Ottawa ou de Lethbridge un spécimen pour le diagnostique de la rage au moyen de l'emballage de Transports Canada à partir de tout bureau de district de la Santé des animaux.",Divulgation complète,1
Agence canadienne d'inspection des aliments,2012,02,A-2011-00199,"Une copie des documents suivants, à l'égard de l'établissement numéro 114: -L'agrément de l'établissement et de l'agrément de l'exploitant, en vigueur au cours de l'année 2007; -Tout les rapports mensuels émis par votre agence.",Divulgation partielle,28
Agence canadienne d'inspection des aliments,2012,02,A-2011-00201,"Les notes d'information, évaluations des risques, rapports et coûts de novembre 2011 sur la participation de l'ACIA dans l'offre de services de surveillance des aliments lors d'événements internationaux ayant eu lieu au Canada ou pour les délégations ou les visites du premier ministre à l'étranger.",Divulgation partielle,12
Agence canadienne d'inspection des aliments,2012,02,A-2011-00214,Toutes les commandes subséquentes traitées par l'ACIA dans la RCN conformément à toute offre à commandes ou à tout arrangement en matière d'approvisionnement pour des services d'aide temporaire en novembre 2011.,Divulgation partielle,8
Agence canadienne d'inspection des aliments,2012,02,A-2011-00216,Toutes les nominations d'une durée déterminée et visant des emplois temporaires par l'ACIA dans la RCN au titre de la Loi sur l'emploi dans la fonction publique en novembre 2011.,Divulgation complète,1
Agence canadienne d'inspection des aliments,2012,02,A-2011-00223,Dossier d'inspection préable à l'ouverture d'une usine transformation alimentaire située à Acton Vale (Quebec) pour décembre 2004.,Divulgation complète,28
Agence canadienne d'inspection des aliments,2012,02,A-2011-00245,Sommaires des conférences téléphoniques du 11 décembre 2010 au 1er février 2012 sur les projets de pratiques d'étiquetage équitables et sur les spécifications et les questions concernant les aliments manufacturés.,Divulgation complète,3
Agence canadienne d'inspection des aliments,2012,01,A-2010-00139,"Tous les rapports d'analyse, les notes de service, les notes d'information et les documents de questions et réponses de juillet 2010 de l'ACIA dans la RCN portant sur la salubrité des aliments importés de la Chine.",Divulgation partielle,83
Agence canadienne d'inspection des aliments,2012,01,A-2010-00172,"Tous les rapports d'analyse, les notes de service, les notes d'information et les documents de questions et réponses de mars 2010 de l'ACIA dans la RCN portant sur la salubrité des aliments.",Divulgation partielle,53
Agence canadienne d'inspection des aliments,2012,01,A-2010-00338,"Des copies de toutes les accusations et plaintes déposées contre l'entreprise New West Milling, à Bassano, en Alberta, du 1er octobre 2008 au 1er septembre 2010.",Divulgation partielle,710
Agence canadienne d'inspection des aliments,2012,01,A-2011-00124,Toute documentation ayant trait à une enquête à l'établissment Cuisine Bern'ART.,Divulgation partielle,307
Agence canadienne d'inspection des aliments,2012,01,A-2011-00145,"Les rapports de l'ACIA concernant la boucherie The Butchers, à Toronto, du 1er février 2011 au 31 juillet 2011.",Divulgation partielle,64
Agence canadienne d'inspection des aliments,2012,01,A-2011-00178,"Une copie de la feuille de calcul qui contient les dossiers des 125 cas d'accidents impliquant des véhicules du gouvernement, lesquels auraient entraîné une perte de 205 030 $ selon ce qui est inscrit dans les Comptes publics du Canada de 2010-2011.",Divulgation partielle,38
Agence canadienne d'inspection des aliments,2012,01,A-2011-00184,Toute la correspondance électronique entre le Cabinet du ministre de l'Agriculture et le président de Diamond 7 Meats Inc et/ou des représentants des abattoirs Diamond 7 Meats Inc entre le 23 janvier 2006 et le 8 décembre 2011.,N'existe pas,0
Agence canadienne d'inspection des aliments,2012,01,A-2011-00197,"Pour les années 2000 et 2010, tous les dossiers concernant les indemnités payées par l'ACIA aux provinces participantes à l'égard des espèces animales admissibles, y compris le nombre, conformément à la Loi sur la santé des animaux.",Divulgation complète,12
Agence canadienne d'inspection des aliments,2012,01,A-2011-00210,Les résumés de toutes les téléconférences concernant les projets sur les pratiques équitables d'étiquetage et le Programme des aliments importés et manufacturés en ce qui a trait aux énoncés des travaux et aux problèmes liés aux aliments manufacturés entre le 16 août 2011 et le 10 décembre 2011.,Divulgation partielle,5
