12222en,"Foreign Affairs, Trade and Development Canada",2013,02,A-2012-00457,"All correspondence between John (JT) Holmes and Jeffrey McLaren on the topic of PetroCanada/Suncor and Libya. Timeframe: January 1, 2007 to May 18, 2012.",Disclosed in part,100
16949en,"Foreign Affairs, Trade and Development Canada",2012,12,A-2012-00457,"The fund raising group known as ""Canadian Relief for Syria"".",Disclosed in part,44
12794en,"Foreign Affairs, Trade and Development Canada",2012,06,A-2012-00499,"Copy of Marie-Gervais Vidricaire's final report on Durban that was attached to the page 304 of the pdf (identified as page 000305) that contains Document ID E2001-1113830, Message ID M20010924150749207, which is an email originated.",Disclosed in part,8
16953en,"Foreign Affairs, Trade and Development Canada",2012,12,A-2012-00499,Information on all activities where CIDA supported assisted or worked with the Christina Potato Growers Association and / or Alvin Murray of Jamaica over the past 10 years.,Disclosed in part,365
12519en,"Foreign Affairs, Trade and Development Canada",2012,10,A-2012-00553,All documents and communications obtained or developed by DFAITﾒs Office of the Extractive Sector Corporate Social Responsibility Counsellor in relation to file number 2011-02-MAU.,Disclosed in part,442
16955en,"Foreign Affairs, Trade and Development Canada",2012,12,A-2012-00553,"Records from Jan. 1, 2012 to Dec 3, 2012 concerning the issue of post-traumatic stress disorder possibly being experienced by CIDA employees who have worked overseas in conflict / disaster zones.",,6
12584en,"Foreign Affairs, Trade and Development Canada",2012,09,A-2012-00565,"Statistical information pertaining to the number of applications for Exemption Permits received, approved and denied relating to the Special Economic Measures Iran Regulations.",Disclosed in part,3
16851en,"Foreign Affairs, Trade and Development Canada",2013,03,A-2012-00565,"All media event proposals produced from September 1, 2012 to December 5, 2012.",Disclosed in part,9
12223en,"Foreign Affairs, Trade and Development Canada",2013,02,A-2012-00584,"All records about Canada's standing invitation to UN Special Rapporteurs. Timeframe: May 1, 2012 to June 1, 2012.",Disclosed in part,125
16852en,"Foreign Affairs, Trade and Development Canada",2013,03,A-2012-00584,"Project Number: Z020954001ﾗTitle: Access to Justice. Its periodic and annual reports by CIDA and executing agencies/partner, final reports, periodic, mid-term and final evaluation reports by CIDA, external evaluators and partners.",Disclosed in part,8
12653en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2012-00594,"All documents, related to announcement by the Prime Minister at the Commonwealth Heads of Government Meeting of the formation of the ""Canadian International Institute for Extractive Industries and Development"". Timeframe: October 27th, 2011.",All disclosed,76
16853en,"Foreign Affairs, Trade and Development Canada",2013,03,A-2012-00594,"Project No: A033479001 ﾖ Title: Strengthening Women's Legal Rights in Aceh-Tsunami. It's periodic annual reports by CIDA and executing agencies/partner, final reports, periodic, mid-term and final evaluation reports by CIDA, external evaluators and partners.",Disclosed in part,4
12684en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2012-00611,"Any records, including briefing notes, talking points, memos, and drafts of documents, regarding the arrest in Berlin of Luka Rocco Magnotta and his possible return to Canada. Timeframe: June 4 to 7, 2012.",Disclosed in part,55
16926en,"Foreign Affairs, Trade and Development Canada",2013,01,A-2012-00611,"List of briefing notes and memoranda created or sent to the Minister responsible for CIDA from November 1, 2012, to date (December 12th, 2012).",Disclosed in part,4
12586en,"Foreign Affairs, Trade and Development Canada",2012,09,A-2012-00627,All records related to the economic impact in Canada of the intellectual property provision contained in the draft Canada ﾖ Europe Comprehensive Economic and Trade Agreement (CETA).,Disclosed in part,40
16931en,"Foreign Affairs, Trade and Development Canada",2013,01,A-2012-00627,"A list of all memos prepared for the Minister of International Cooperation, from December 1st, 2007 to September 30th, 2010.",Disclosed in part,70
12738en,"Foreign Affairs, Trade and Development Canada",2012,07,A-2012-00642,"A copy of a list from the Departmentﾒs document tracking system for documents produced by the Non-proliferation, Arms Control and Disarmament Branch regarding the ﾓConvention on Cluster Munitionsﾔ. Timeframe: January 1, 2012 to May 31, 2012.",Does not exist,0
16854en,"Foreign Affairs, Trade and Development Canada",2013,03,A-2012-00642,"Canadian firms that have benefited from CIDA funding, including to implement or coordinate Canada-funded projects in Haiti from January 1, 2010, to January 12, 2013.",Disclosed in part,17
12685en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2012-00804,All supply arrangement contracts or call-up contracts under Task and Solutions Based Professional Services Standing Offer for Supply Arrangements. Timeframe: January 2011 to May 2012.,Disclosed in part,75
16869en,"Foreign Affairs, Trade and Development Canada",2013,03,A-2012-00804,Refused proposals Monthly reports: July 2012 to Sept 2012.,Disclosed in part,12
12588en,"Foreign Affairs, Trade and Development Canada",2012,09,A-2012-00806,"Copies of all briefing notes prepared for International Trade Minister Ed Fast regarding Canada's entry into negotiations for the Trans-Pacific Partnership, as announced on June 19, 2012 at the G20 Summit in Mexico.",Disclosed in part,5
16871en,"Foreign Affairs, Trade and Development Canada",2013,03,A-2012-00806,Refused proposals Monthly reports: December 2012 to January 2013.,Disclosed in part,10
12004en,"Foreign Affairs, Trade and Development Canada",2013,05,A-2013-00015,"List of all construction at residential properties in Washington, D.C. Timeframe: November 1, 2012 to April 3, 2013.",Does not exist,0
16829en,"Foreign Affairs, Trade and Development Canada",2013,04,A-2013-00015,Memo to the President: Doc. No. 23949: Info ﾖ Country/Regional Strategy 3.0.,Disclosed in part,2
1441en,Great Lakes Pilotage Authority,2012,07,20120602,"Records concerning marine incident of November 2010 in Windsor, Ontario",Disclosed in Part,1
1442en,Great Lakes Pilotage Authority,2012,06,20120602,"Records concerning marine incident of November 2010 in Windsor, Ontario",Under review,0
9621en,Health Canada,2013,01,A-2012-01335,"All versions, dated on or before July 10, 2012 of resumes and/or job descriptions of any current or past member Health Canada's Wind Turbine Noise and Health Study Research Design Working Group Members/Collaborators Advisors.",Disclosed in part,1011
9755en,Health Canada,2013,02,A-2012-01503,Information concerning the volume of sales of ACTOS in Canada.,No records exist,0
9843en,Health Canada,2013,03,A-2012-01503,Any information concerning the volume of sales of ACTOS in Canada.,No records exist,0
8244en,Human Resources and Skills Development Canada,2012,09,A-2012-00119,Any correspondence related to the two applications submitted by the Ontario Cornerstone Leadership Corporation for funding from the Enabling Accessibility Fund.,Disclosed in part,408
8147en,Human Resources and Skills Development Canada,2013,02,Aﾖ2012ﾖ00365,"All records sent to or from the assistant deputy minister level and above regarding the ongoing review of the temporary foreign worker program dated from Jan 1, 2010 to November 6, 2012.",Disclosed in part,8
8148en,Human Resources and Skills Development Canada,2013,02,Aﾖ2012ﾖ00371,Information in relation to the contract awarded from RFP Solicitation #7421-11-0028 event management services for the red seal workshop.,Disclosed in part,202
8149en,Human Resources and Skills Development Canada,2013,02,Aﾖ2012ﾖ00405,Copy of deliverables produced as a result of specific 23 contracts.,Disclosed in part,2744
8150en,Human Resources and Skills Development Canada,2013,02,Aﾖ2012ﾖ00406,"2012 latest briefing notes; 2011, 2012 consultant on having business help fund social programs and expected savings. 2012 correspondence, proposals from specific Canadian corporations to help fund social programs.",Disclosed in part,485
335en,Industry Canada,2012,03,A-2011-00100,"Summary (totals) of actual/projected repayments against loans, grants, contributions and other transfer payments approved since April 1, 1982.",Disclosed in Part,28
600en,Industry Canada,2012,02,A-2011-00100,"Summary (totals) of actual/projected repayments against loans, grants, contributions and other transfer payments approved since April 1, 1982.",Disclosed in Part,28
183en,Industry Canada,2012,08,A-2011-00299,"Revised: Reports, memos and briefing notes received by the ADM as well as the DM regarding digital Economy Strategy from July 1, 2010 to December 5, 2011.",Disclosed in Part,155
234en,Industry Canada,2012,07,A-2011-00299,"Revised: Reports, memos and briefing notes received by the ADM as well as the DM regarding digital Economy Strategy from July 1, 2010 to December 5, 2011.",Disclosed in Part,155
192en,Industry Canada,2012,08,A-2012-00049,"All records from December 1, 2011 ﾖ April 24, 2012 concerning a possible foreign takeover of Research in Motion (RIM) and its impact on Canada.",Disclosed in Part,62
246en,Industry Canada,2012,07,A-2012-00049,"All records from December 1, 2011 ﾖ April 24, 2012 concerning a possible foreign takeover of Research in Motion (RIM), and its impact on Canada.",Disclosed in Part,62
203en,Industry Canada,2012,08,A-2012-00208,All call ups from THS online issued by IC for the 416 & 905 Toronto region for January 2011 ﾖ April 2012.,All Disclosed,53
266en,Industry Canada,2012,07,A-2012-00208,All call ups from THS online issued by IC for the 416 & 905 Toronto region for January 2011 ﾖ April 2012.,All Disclosed,53
204en,Industry Canada,2012,08,A-2012-00212,"Audits regarding the RadarSAT Constellation Mission conducted by Deloitte Touche between January 1, 2008 to July 5, 2012.",No Records,0
268en,Industry Canada,2012,07,A-2012-00212,"Audits regarding the RadarSAT Constellation Mission conducted by Deloitte Touche between January 1, 2008 to July 5, 2012.",No Records,0
205en,Industry Canada,2012,08,A-2012-00215,"Briefing notes prepared for the Minister, staff, or the Deputy Minister relating to audits regarding the RadarSAT Constellation Mission conducted between January 1, 2006 ﾖ July 5, 2012.",No Records,0
271en,Industry Canada,2012,07,A-2012-00215,"Briefing notes prepared for the Minister, staff, or the Deputy Minister relating to audits regarding the RadarSAT Constellation Mission conducted between January 1, 2006 ﾖ July 5, 2012.",No Records,0
209en,Industry Canada,2012,08,A-2012-00222,"All records regarding Kazatomprom. Without limiting the foregoing, please have your search include the Strategic Analysis and the Special Projects area, and also, ""Intelligence and Outreach"".",No Records,0
272en,Industry Canada,2012,07,A-2012-00222,"all records regarding Kazatomprom. Without limiting the foregoing, please have your search include the Strategic Analysis and the Special Projects area, and also, ""Intelligence and Outreach"".",No Records,0
210en,Industry Canada,2012,08,A-2012-00224,"Access to all records regarding (ﾅ). Without limiting the foregoing, please have your search include the Strategic Analysis and Special Projects area, and also, ""Intelligence and Outreach"".",No Records,0
273en,Industry Canada,2012,07,A-2012-00224,"Access to all records regarding (ﾅ). Without limiting the foregoing, please have your search include the Strategic Analysis and Special Projects area, and also, ""Intelligence and Outreach"".",No Records,0
211en,Industry Canada,2012,08,A-2012-00225,"Access to all records regarding human rights in Kazakhstan. Without limiting the foregoing, please have your search include the Strategic Analysis and Special Projects area, and also, ""Intelligence and Outreach"".",No Records,0
274en,Industry Canada,2012,07,A-2012-00225,"Access to all records regarding human rights in Kazakhstan. Without limiting the foregoing, please have your search include the Strategic Analysis and Special Projects area, and also, ""Intelligence and Outreach"".",No Records,0
293en,Industry Canada,2012,12,A-2012-00531,"Document #0230466, 'FDI'.",All Disclosed,7
531en,Industry Canada,2012,11,A-2012-00531,Report 0230466 on FDI prepared for the Minister between Jan. 1 and March 31 of 2012,All Disclosed,7
7961en,Infrastructure Canada,2012,01,A11-064,All Call-ups processed by this institution in the National Capital Region under the terms of any standing offer and/or supply arrangement for temporary help service for the month of October 2011.,Disclosed in part,3
7962en,Infrastructure Canada,2012,01,A11-072,"A list of all briefing notes from January 1, 2010 to November 18, 2011 concerning Canadian Infrastructure.",Disclosed in part,183
7976en,Infrastructure Canada,2012,03,A11-072,"All emails including attachments sent or received by Janet Alexander on the subject of the G8 Legacy Fund and/or the Standing Committee on Public Accounts from September 15, 2011 to November 8, 2011.",Disclosed in part,57
7988en,Infrastructure Canada,2012,08,A12-010,"All call-ups and contracts on temporary help services, supply arrangement for January, February and March 2012 for the National Capital Region (Ottawa/Gatineau).",Disclosed in part,12
7989en,Infrastructure Canada,2012,09,A12-010,"All federal held documents from January 2009 to June 2011; including reports, draft reports, memos, briefing notes, assessments and emails relating to the rapid transit project approved by Waterloo regional council in June 2009 and reaffirmed in June 2011. The federal government announced partial funding for the project on September 2, 2010 under the Building Canada Plan.",Disclosed in part,1572
724en,Jacques Cartier and Champlain Bridges IncorporatedJacques Cartier and Champlain Bridges Incorporated,2012,02,2340-457,"All Change Orders that have been issued by JCCBI under Contract 60739 / Honor� Mercier Bridge, Design-Build Project for the Deck Replacement North of Piers 32, E1 and W1 (2009- 2011)(Contract B)",Disclosed in part,3
714en,Montreal Port Authority,2012,06,2012-03,"Any  correspondence,  whether print or  electronic,  originating from  Denis Lebel and  \or Pierre Poili�vre:  sent to or replying  to the Port of  Montreal and \or its  All disclosed 14 employees, b)  containing the  words �Port of  Montreal, from the  year 2007 in both  languages  Any  correspondence,  whether print or  electronic,  originating from  Denis Lebel and  \or Pierre Poili�vre  a) with the subject  �accident�, and\or  containing the  words �accident�,  from the year  2009, in both  official language  Any  correspondence,  whether print or  electronic,  originating from  Denis Lebel and  \or Pierre Poili�vre  a) with the subject  �appointment�,  and\or containing  the words  �appointment�, from  the year 2009, in  both official  language  A list from the  department  computerized  document tracking  system for Briefing  Notes, Deck  Presentations, and  Memorandums  submitted to the  Minister of  Transport,  Infrastructure and  Communities for  the period September 1, 2011  to March 31st,  2012.",All disclosed,14
1696en,Nanaimo Port Authority,2013,03,2013-02,Documents related to the tender process for lease of Marina,Explanation by letter,n/a
1697en,Nanaimo Port Authority,2013,03,2013-03,Memorandum of Agreement between NPA and Pacific Northwest Marina Group,Abandoned,n/a
1603en,National Capital Commission,2013,02,A-2012-00080,"Complete copies of all documents in the NCC's  possession that indicate the number of thefts of  copper from equipment, property or lands  belonging to the NCC, for the following years:  2000-2012",Disclosed in par,101
1673en,National Capital Commission,2013,02,A-2012-00090,"Records from Capital Planning and Environmental  Management Branch related to the issues of using  (or not using) NCC land, corridors and roads for  new or increased car or bus/transit traffic",Does not exist,0
7723en,National Defence and the Canadian Forces,2012,01,A-2011-01006,Briefing Note - Authority to extend Hospitality - Commander CDLS(W) Monthly Luncheon and Dinner - Oct 2011,,Disclosed in part
7567en,National Defence and the Canadian Forces,2012,02,A-2011-01293,"Letter Report: Preliminary Analysis of Victoria-Class Qualified Submariners, 1150-1 (DGMPRA) from 6 Dec 11",All disclosed,32
7568en,National Defence and the Canadian Forces,2012,02,A-2011-01293,"Letter Report: Preliminary Analysis of Victoria-Class Qualified Submariners, 1150-1 (DGMPRA) from 6 December 2011",All disclosed,32
23054en,National Energy Board,2012,03,A-2011-20 and A-2011-22,"All records pertaining to the borrowing and/or disclosure of Data Purchase & Reprocessing Programs for all Program ID'S listed below (from the list of Program ID'S the NEB provided, but excluding the 555 which repeats for all the selections):  2965, 2975, 2976, 2980, 2981, 2989, 2990, 2998, 2999, 3003, 3004, 3005, 3006, 3007, 3008, 3009, 3017, 3020, 3022, 3023, 3027, 3030, 3032, 3036, 3041, 3042, 3046, 3051, 3052, 3053, 3056, 3057, 3060, 3061, 3062, 3064, 3066, 3070, 3073, 3074, 3077, 3078, 3079, 3080, 3081, 3082, 3090, 3091, 3101, 3103, 3107, 3118, 3120, 3122, 3124, 3128, 3146, 3147, 3153, 3155, 3156, 3157, 3165, 3581, 3584, 3587, 3847, 4002, 4004, 4005, 4006, 4014, 4110, 4112, 4113. All records pertaining to the borrowing and/or disclosure of information regarding the Program ID# 5554053 which pertains to the Baffin Bay Arctic Data. All records pertaining to the borrowing and/or disclosure of information for all Program ID'S relating to any work done by Geophoto Services Ltd. and Eureka Exploration Ltd.",Disclosed in part,139
23067en,National Energy Board,2012,05,A-2011-59,"Provide copies of all documents, including memos, briefing notes, e-mails, talking points, media lines, correspondence, media summaries, directives, etc. regarding testimony of NDP MP Nathan Cullen at the Joint Review Panel on the Northern Gateway pipeline project in Prince Rupert on February 17th,  2012.",Disclosed in part,26
23070en,National Energy Board,2012,06,A-2012-09,"See the attached Board minutes dated January 14, 2010. Item 6 - Please provide all information related to this draft Data Disclosure Policy and a ""National Data Disclosure Policy"" or plans where the name is similar to that. Item 6 Please provide all information relating to ""seek legislative change"".",Abandoned,0
23081en,National Energy Board,2012,08,A-2012-16,"I hereby request under the Access to Information Act copies of time sheets or other records of daily or other periodic activities, in particular for Saturdays, Sundays and outside the 8 to 5 work day for the months February and July in 2011, documenting at what time during each day of the week the urban ROW had been patrolled by which person, the extent and the result of the patrolling, if only part (15%) of the Ro W is being surveyed: a list of ap those road points from where the urban Ro W has to be looked at daily, recording the person, the day and time of day for visiting this point, and the results of each inspection, documented information about the frequency and method of how the other 85% of the urban Ro W has been patrolled, and with which results, and invoices from the company doing the aerial surveillance to document the extent to which, and from which height, the urban ROW has been aerially patrolled. I hereby request under the Access to Information Act information if the EBPC Final Audit Report of April 26, 2012 has based its findings in the Audit Results in general, and for the 6.4 EMERGENCY PREPAREDNESS AND RESPONSE PROGRAM and the 6.6 PUBLIC AWARENESS PROGRAM in particular, upon the Emergency Preparedness and Response Plan, the Field Response Plan, or verbal information from the EBPC and Spectra Energy staffs and personnel",No records exist,0
21534en,National Film Board of Canada,2012,05,2012-2013-02,All documents regarding Kathy Shultz and her participation in a NEB review panel since March 7th 2012.,Disclosed in part,44
21552en,National Film Board of Canada,2012,07,2012-2013-06,All documents regarding the media coverage of the film Bethune after its release and after it won a prize in West Germany.,Disclosed in part.,8
22926en,National Research Council Canada,2012,04,A2011-0063,All NRC documents relating to an article published in the Ottawa Citizen on Snow research done jointly with NASA.,Disclosed in part,50
22927en,National Research Council Canada,2012,04,A2011-0065,All call-ups and amendments for November and December 2011 and January 2012 issued under the terms of the Task Based Informatics Professional Services Standing Offer (EN578-055605).,All disclosed,8
22928en,National Research Council Canada,2012,04,A2011-0066,"Number and total number in each pay classification of NRC Employees working in North Bay and Sudbury as of March 1, 2000 and as of 1 March 2012.",All disclosed,1
22929en,National Research Council Canada,2012,04,A2012-0001,All call-ups under the terms of any standing offers and/or supply arrangement for Temporary Help Services in the National Capital Region (NCR) for March 2012.,All disclosed,8
22930en,National Research Council Canada,2012,04,A2012-0002,All appointments term and casual employees under the terms of the Public Service Employment Act during March 2012 in the NCR.,All disclosed,1
22923en,National Research Council Canada,2012,06,A2012-0004,All call-ups under the terms of any standing offers and/or supply arrangement for Temporary Help Services in the National Capital Region (NCR) for April 2012.,Nothing disclosed,0
22924en,National Research Council Canada,2012,05,A2012-0004,All call-ups under the terms of any standing offers and/or supply arrangement for Temporary Help Services in the National Capital Region (NCR) for April 2012.,Nothing disclosed,0
21465en,Natural Resources Canada,2012,02,DC7040-11-247,"Temporary Help Services Standing Offer for the National Capital Region for the period January - Oct 2011 including details about each supplier, length and value of contracts.",All disclosed,5
21492en,Natural Resources Canada,2012,01,DC7040-11-247,"For the period from  January to October 2011: The  Temporary Help Services Standing Offer vehicle for the national capital region.  Document should include name of hiring manager, classification level, per diem or hourly rate, name of supplier, total value and duration of contract.",All disclosed,5
21292en,Natural Resources Canada,2012,08,DC7040-12-215,A list of the addresses of all houses in Canada that had Zonolite installed or funded by the Government of Canada to install as insulation in 1977.,Does not exist,0
21368en,Natural Resources Canada,2012,05,DC7040-12-215,A summary of all repayable and conditionally repayable contributions by program for the last 7 years.,All disclosed,5
13891en,Office of the Commissioner of Lobbying of Canada,2012,09,A-2012-2013ﾖ002,"Documents regarding lobbying activities of Ecojustice Canada, since January 1, 2011","Disclosed existing records, except publicly available material (para. 68(a) of the ATIA) and information relating to advice and recommendation developed by or for a government institution (subsections 21(1) and (2) of the ATIA).",12
13892en,Office of the Commissioner of Lobbying of Canada,2012,09,A-2012-2013ﾖ003,"Documents regarding lobbying activities of the Pembina Institute, since January 1, 2011.","Disclosed existing records, except publicly available material (para. 68(a) of the ATIA) and information relating to advice and recommendation developed by or for a government institution (subsections 21(1) and (2) of the ATIA).",32
13893en,Office of the Commissioner of Lobbying of Canada,2012,09,A-2012-2013ﾖ004,"Documents regarding lobbying activities of Environmental Defence, since January 1, 2011.","Disclosed existing records, except publicly available material (para. 68(a) of the ATIA) and information relating to advice and recommendation developed by or for a government institution (subsections 21(1) and (2) of the ATIA).",1
13894en,Office of the Commissioner of Lobbying of Canada,2012,09,A-2012-2013ﾖ005,"Documents regarding lobbying activities of the David Suzuki Foundation, between January 1, 2008 and December 31, 2010.","Disclosed existing records, except publicly available material (para. 68(a) of the ATIA) and information relating to advice and recommendation developed by or for a government institution (subsections 21(1) and (2) of the ATIA).",92
13863en,Office of the Commissioner of the Official Languages,2012,01,A-2011-011,Complaints filed against Air Canada and other Canadian airlines in 2010-2011.,Nothing disclosed (exempted),NA
13867en,Office of the Commissioner of the Official Languages,2012,03,A-2011-014,A contract to collect information about public servants unhappy with the new 2005 bilingualism policy.,Records do not exist,NA
13869en,Office of the Commissioner of the Official Languages,2012,04,A-2011-016,A report prepared by the Office of the Commissioner of Official Languages in response to a complaint.,Nothing disclosed (exempted),NA
13870en,Office of the Commissioner of the Official Languages,2012,04,A-2011-018,Personal information request.,Full disclosure,NA
13873en,Office of the Commissioner of the Official Languages,2012,07,A-2012-002,All information regarding my identity.,Records do not exist,NA
13881en,Office of the Commissioner of the Official Languages,2012,11,A-2012-010,All documentation related to a complaint filed concerning the linguistic profile of the position 2190 PE-04 at Correctional Service Canada.,Nothing disclosed (exempted),NA
1548en,Office of the Information Commissioner of Canada,2013,01,A-2012-00029/RS,"I would like a list of well-founded complaints regarding inappropriate redactions. Specifically, the list would be comprised of information such as: disposition category, government department, their ATI-file number, OIC investigation-file number, request subject of the original ATI, date of original ATI (where available), date investigation was registered, and date of finding. The scope of the list is from April 1, 2008, to today.",Disclosed in part,63
1550en,Office of the Information Commissioner of Canada,2012,12,A-2012-00030,"All records and information including electronic and non-electronics, email attachments, notes, physical file correspondence and findings, recommendations, etc., relating to all complaints filed against the OIC and investigated from the IC Ad Hoc since 2007 to the date of this request, Dec. 11, 2012.",Abandoned,0
2896en,Old Port of Montreal Corporation,2012,05,LAI-2012-2013-001,"The Special Examination Report of the OPMC issued in 2005 by the Office of the Auditor General in Canada, including the Managementﾒs response.",Totally disclosed,59
26689en,Parks Canada,2012,12,A-2011-046,A copy of documents pertaining to the granting of free access to those who had been expropriated during the creation of national parks,Disclosed in part,2309
26627en,Parks Canada,2012,01,A-2011-059,A copy of documents pertaining to the recovery strategy for the Greater Sage-Grouse,Disclosed in part,25
26691en,Parks Canada,2012,12,A-2011-059,"A copy of all documents pertaining to the disappearance of an individual near the Athabasca River, Jasper, Alberta",Disclosed in part,105
26688en,Parks Canada,2012,12,A-2011-078,"A copy of all documents pertaining to an out-of-court settlement file to the City of Ottawa in the amount of $659,457",Disclosed in part,334
26650en,Parks Canada,2012,04,A-2011-098,A copy of documents between Parks Canada Agency and Cardston County Emergency Services and Pincher Creek Emergency Services regarding emergency services and structural fires,Disclosed in part,123
26692en,Parks Canada,2012,12,A-2011-105,A copy of documents pertaining to the Fortress of Louisbourg National Historic Site,Disclosed in part,856
26686en,Parks Canada,2012,12,A-2011-118,"A copy of documents pertaining to the successful bid in relation to the Parks Canada Request for Proposal 2011-01-GMNP""",Disclosed in part,11
26684en,Parks Canada,2012,12,A-2011-119,"A copy of documents prepared by Parks Canada relating to the evaluation component of the Request for Proposal, 2011-01-GMNP""",Disclosed in part,627
26660en,Parks Canada,2012,07,A-2012-005,A copy of a report on the future of the Parks Canada canals,Disclosed in part,45
26685en,Parks Canada,2012,12,A-2012-019,A copy of documents which serve as a guide for park managers in dealing with external organizations operating within Parks Canada,Disclosed in part,1370
26662en,Parks Canada,2012,07,A-2012-021,A copy of the Agency's communication strategy,All disclosed,3
26663en,Parks Canada,2012,07,A-2012-025,A copy of the statement of work and all deliverables in relation to contract Number 45306904 with Veritas,All disclosed,9
26690en,Parks Canada,2012,12,A-2012-064,A list of all contracts/projects for translation services,All Disclosed,1
26687en,Parks Canada,2012,12,A-2012-067,"A copy of the AS-02 job description, Executive Correspondence Office",All Disclosed,6
26661en,Parks Canada,2012,07,A-2012-102,A copy of documents pertaining to gifts given for HRH The Duke of Cambridge and/or the Duchess of Cambridge during their Canadian 2011 tour,Disclosed in part,43
2859en,Parole Board of Canada,2012,08,A-2012-00014,Copy of the parole policy manual which existed prior to the CCRA coming into effect in 1992.,All disclosed,1
26843en,Public Health Agency of Canada,2012,09,A-2011-00012,"All records within the Public Health Agency of Canada (PHAC) relating to: Gaps in surveillance of antimicrobial resistance from January 1, 2009 to April 30, 2011. Exclude correspondence with non PHAC institutions or individuals.",Disclosed In Part,481
26858en,Public Health Agency of Canada,2012,08,A-2011-00012,"All records within the Public Health Agency of Canada (PHAC) relating to: Gaps in surveillance of antimicrobial resistance from January 1, 2009 to April 30, 2011. Exclude correspondence with non PHAC institutions or individuals.",Disclosed In Part,481
2978en,Public Prosecution Service of Canada,2013,04,A-2015-00005,"ﾓAll communications with the minister's office concerning Nathan Jacobson from July 1, 2012 to April 25, 2013.ﾔ",No Records Exist,0
26757en,Public Service Commission of Canada,2012,10,A-2012-00020,"Xref A2012-0009: Provide for fiscal years 2008-09, 2009-10, 2010-11, 2011-12, the statistical results (passes, failures) of the Second Language Examination- Test of Oral Proficiency. Specifically, If further statistical information is available on this oral proficiency second language testing, such as other government departmental statistics please provide this data as well.",Disclosed in part,41
26736en,Public Service Commission of Canada,2012,10,A-2012-00023,"To provide the number of complaints received and the number of investigations launched by the Public Service Commission, by year, since January 1st, 2002.",All disclosed,1
2843en,Public Service Staffing Tribunal,2012,05,ATI-1,Specific and statistical information regarding complaints received in the last 10 years where discrimination was alleged.,No records exist,0
2844en,Public Service Staffing Tribunal,2012,03,ATI-1,"The number of term and indeterminate employees for the Public Service Staffing Tribunal that report to work regularly or remotely in the City of North Bay or the greater City of Sudbury from March 1, 2000 to March 1, 2012.",No records exist,0
23175en,Public Works and Government Services Canada,2012,02,A-2011-00241,"Emails to or from staff of the Real Property Branch or the Parliamentary Precinct Branch about the former American embassy building at 100 Wellington St. since June 1, 2011.",Disclosed in part,157
23231en,Public Works and Government Services Canada,2012,03,A-2011-00241,"Emails to or from staff of the Real Property Branch or the Parliamentary Precinct Branch (PPB) about the former American embassy building at 100 Wellington St. since June 1, 2011.",Disclosed in part,157
23650en,Public Works and Government Services Canada,2012,10,A-2011-00485,"Statement of work and all deliverables associated with contract EP758-113490/001/FG (West Block Rehab) with PCL Constructors Canada Inc. for $358,545,603,22.",Disclosed in part,625
23699en,Public Works and Government Services Canada,2012,11,A-2011-00485,"Statement of work and all deliverables associated with contract EP758-113490/001/FG (West Block Rehab) with PCL Constructors Canada Inc. for $358,545,603.22.",Disclosed in part,625
23454en,Public Works and Government Services Canada,2012,07,A-2011-00569,"December 2011 uncashed cheques report to all departments showing date, cheque amount, payee and status.",Disclosed in part,1000
23700en,Public Works and Government Services Canada,2012,11,A-2011-00569,"December 2011 uncashed cheques report to all departments showing date, cheque amount, payee and status.",Disclosed in part,1000
23588en,Public Works and Government Services Canada,2012,09,A-2011-00642,Documents regarding the hiring of Ms. Louise Mailhot at Public Works and Government Services Canada (PWGSC).,Disclosed in part,133
23701en,Public Works and Government Services Canada,2012,11,A-2011-00642,Documents regarding the hiring of Ms. Louise Mailhot at Public Works and Government Services Canada.,Disclosed in part,133
23529en,Public Works and Government Services Canada,2012,08,A-2012-00050,"List of construction contracts from October 27, 2010, to April 26, 2012.",Disclosed in part,352
23703en,Public Works and Government Services Canada,2012,11,A-2012-00050,"List of construction contracts between October 27, 2010, and April 26, 2012.",Disclosed in part,352
23660en,Public Works and Government Services Canada,2012,10,A-2012-00059,"Chronological listing of actions taken on the Canadian Search and Rescue Helicopter (CSH) Prime Contract under provisions including, but not limited to, withholding of milestone payments, show cause letters and cautionary advice of pending Crown actions on unsatisfactory contractor performance.",Does not exist,0
23704en,Public Works and Government Services Canada,2012,11,A-2012-00059,"Chronological listing of actions taken on the Canadian Search and Rescue Helicopter Prime Contract under provisions including, but not limited to, withholding of milestone payments, show cause letters and cautionary advice of pending Crown actions on unsatisfactory contractor performance.",Does not exist,0
23538en,Public Works and Government Services Canada,2012,08,A-2012-00191,Correspondence by government officials at PWGSC with or regarding Non-Tech Industries after receiving the original tendered offer by Non-Tech on W8486-06AM02/A and W8486-06AM02/B (Repair of Tactical Shelters).,Disclosed in part,93
23708en,Public Works and Government Services Canada,2012,11,A-2012-00191,Correspondence by departmental officials with or regarding Non-Tech Industries after receiving the original tendered offer by Non-Tech on W8486-06AM02/A and W8486-06AM02/B (Repair of Tactical Shelters).,Disclosed in part,93
